date,location,state,airline,aircraft_brand,no_deaths,no_survivors,no_ground_casualties
14-02-1991,Near Taisha, Ecuador,Military - Ecuadorean Air Force,de,22,0,0
17-02-1991,Cleveland, Ohio,Ryan International Airlines,McDonnell,2,0,0
20-02-1991,Puerto Williams, Chile,LAN,British,20,52,0
22-02-1991,Cazombo, Angola,Fuerza Area Angolaise,Antonov,47,0,0
03-03-1991,Near Colorado Springs, Colorado,United Air Lines,Boeing,25,0,0
05-03-1991,La Puerta, Venezuela,Linea Aeropostal Venezolana,McDonnell,45,0,0
16-03-1991,San Diego, CA,Duncan Aircraft Sales,Hawker-Siddeley,10,0,0
16-03-1991,Malanje, Angola,Transafrik,Lockheed,9,0,0
21-03-1991,Ras-al-Mishab, Saudi Arabia,Military - Royal Saudi Air Force,Lockheed,98,0,0
21-03-1991,Off San Diego, California,Military - U.S. Navy / Military -  U.S. Navy,Lockheed,27,0,0
23-03-1991,Navoi,  Uzbekistan,Aeroflot,Antonov,34,29,0
25-03-1991,Near Bangalore, India,Military - Indian Air Force,Hindustan,28,0,0
04-04-1991,Lake Thutade, Canada,Central Mountain Air Services,Douglas,6,1,0
04-04-1991,Marion, Pennsylvania,Private,Piper,5,0,2
05-04-1991,Brunswick, Georgia,Atlantic Southeast Airlines,Embraer,23,0,0
19-04-1991,Off Nuka Hiva, French Polynesia,Air Tahiti,Dornier,11,11,0
09-05-1991,Sulawesi, Indonesia,Merpati Nusantara Airlines,Fokker,13,0,0
13-05-1991,Grand Canyon, Airzona,Air Taxi - Air Grand Canyon Inc.,Cessna,7,0,0
15-05-1991,La Poyatta, Colombia,ADES Colombia,Douglas,13,1,0
23-05-1991,Leningrad, USSR,Aeroflot,Tupolev,13,168,0
24-05-1991,Bakhtaran, Iran,Metro Cargo,Ilyushin,4,6,0
26-05-1991,Near Ban Nong Rong, Thailand,Lauda Air,Boeing,223,0,0
01-06-1991,Off Matthewtown, Great Inagua,Agape Flight Inc.,GAF,2,1,0
10-06-1991,Luanda, Angola,Carib Air Transport,Lockheed,7,0,0
20-06-1991,Near Malambo, Colombia,Aerosucre Colombia,Douglas,2,16,0
26-06-1991,Gulf of Finland, Russia,AKF Polet,Antonov,10,0,0
26-06-1991,Near Sokotu, Nigeria,Okada Air,BAC,4,49,0
04-07-1991,El Yopal, Colombia,Helicol Colombia,de,3,0,0
09-07-1991,Bellavista Airport, Peru,Aerochasqui,CASA,15,0,0
10-07-1991,Birmingham, Alabama,L'Express Airlines,Beechcraft,13,2,0
11-07-1991,Jeddah, Saudi Arabia,Nationair (chartered by Nigeria Airways),McDonnell,261,0,0
25-07-1991,Espiritu Santos, Vanuatu,Vanair,Britten-Norman,9,0,0
06-08-1991,Rarotonga, Cook Islands,Avalki Air,Britten-Norman,6,4,0
14-08-1991,Near Uricani, Romania,Tarom,Ilyushin,9,0,0
16-08-1991,Imphal, India,Indian Airlines,Boeing,69,0,0
20-08-1991,Ketchikan, Alaska,Temsco Airlines,Britten-Norman,4,0,0
28-08-1991,Walton, Oregon,Air Taxi - Bohemia Inc.,Aerospatiale,3,0,0
03-09-1991,Sampit, Indonesia,Dirgantara Air Services,Britten-Norman,3,7,0
04-09-1991,Long Seridan, Malaysia,Airtech Rajawaldi Udara,Shorts,14,6,0
11-09-1991,Near Eagle Lake, Texas,Continental Express,Embraer,14,0,0
16-09-1991,Petropavlosk, USSR,Aeroflot,Antonov,13,0,0
17-09-1991,neznama,neznama,Ethiopian Airlines,Lockheed,4,0,0
18-09-1991,Belvedere Center, Vermont,Canair Cargo,Convair,2,0,0
23-09-1991,Khatanga, Russia,Aeroflot,Antonov,1,15,0
26-09-1991,Off St. Petersburg, USSR,Aeroflot,Antonov,10,0,0
27-09-1991,Guadalcanal Island, Solomon Islands,Solomon Islands Airlines,de,15,0,0
29-09-1991,Near Villavicencio,  Colombia,CORAL Colombia,Curtiss,1,9,0
05-10-1991,Near Jakarta, Indonesia,Military - Indonesian Air Force,Lockheed,134,0,2
13-10-1991,Aponguao Falls, Venezuela,EDELCA,Bell,12,0,0
25-10-1991,Vallejo, California,Corporate Mobility Inc. - Private,Bell,3,0,0
25-10-1991,Tumbang Miri, Indonesia,Bali International Air Service,Britten-Norman,17,0,0
30-10-1991,neznama,neznama,Military - Royal Canadian Air Force,Lockheed,5,13,0
01-11-1991,Near Karakent, USSR,Military - Azerbaijan Air Force,Mil,40,0,0
07-11-1991,Makhackala, Russia,Aeroflot,Yakovlev,51,0,0
11-11-1991,Recife, Brazil,Nordeste Linhas Aereas,Embraer,15,0,2
16-11-1991,Anderma, Russia,Aeroflot,Antonov,20,0,0
20-11-1991,Davis, California,Air Taxi - Airis Helicopters Inc.,Bell,3,0,0
20-11-1991,Nagoro-Karabak, USSR,Military - Soviet Air Force,Mil,23,0,0
25-11-1991,Sena, Mozambique,STASA,Douglas,1,2,0
26-11-1991,Near Bugulma, Russia,Tartarstan Airlines,Antonov,41,0,0
29-11-1991,Guaratingueta AB, Brazil,Military - Força Aérea Brasileira,Embraer,16,0,0
22-12-1991,Heidelberg, Germany,Classic Wings,Douglas,27,3,0
27-12-1991,Stockholm, Sweden,Scandinavian Airlines (SAS),Mc,0,129,0
29-12-1991,Wanli, Taiwan,China Airlines (Taiwan),Boeing,5,0,0
20-01-1992,neznama,neznama,Air Inter,Airbus,87,9,0
28-01-1992,Near Stepanakert, Azerbaijan,Military - Azerbaijan Air Force,Mil,47,0,0
03-02-1992,Caetite, Brazil,Nordeste Linhas Aéreas,Embraer,12,0,0
09-02-1992,Near Kafountine, Senegal,Gambcrest,Convair,30,26,0
15-02-1992,Toledo, Ohio,ATI,McDonnell,3,1,0
20-02-1992,neznama,neznama,Aerolineas Argentinas,Boeing,0,0,0
02-03-1992,Beni, Bolivia,Frigorifico Santa Rita,Curtiss,5,0,0
12-03-1992,Etsouali, Congo,Lina Congo,de,3,5,0
22-03-1992,neznama,neznama,USAir,Fokker,27,24,0
24-03-1992,Athens, Greece,Golden Star Air Cargo,Boeing,7,0,0
04-04-1992,Near Baikov, Russia,Kamchatavia,Let,1,11,0
07-04-1992,Near Sarra, Libya,Air Bissau,Antonov,3,10,0
10-04-1992,Off Orchid Island, Taiwan,Taiwan Airlines,Britten,7,3,0
14-04-1992,Nairobi, Kenya,Military - Kenyan Air Force,de,46,0,6
16-04-1992,Near Goroka, Papua New Guinea,Talair,Embraer,11,4,0
22-04-1992,Perris Valley, California,Perris Valley Aviation,de,16,6,0
22-04-1992,Mt. Haleakala, Hawaii,Scenic Air Tours,Beechcraft,9,0,0
26-04-1992,Saveh, Iran,Saha Airline Services,Fokker,39,0,0
06-06-1992,Tucuti, Panama,COPA (Panama),Boeing,47,0,0
07-06-1992,Mayaguez, Puerto Rico,American Eagle,CASA,5,0,0
22-06-1992,Cruzeiro do Sul, Brazil,VASP,Boeing,3,0,0
22-06-1992,Norlisk, Russia,Krasnoyarsk Airlines,Antonov,10,2,0
05-07-1992,Near Iyakochchi, Sri Lanka,Military - Sri Lanka Air Force,Shaanxi,19,0,0
13-07-1992,Bethel, Alaska,Arctic Circle Air Service,Shorts,1,0,0
14-07-1992,Near Nakhichevan, Azerbaijan,Military - Russian Air Force,Antonov,29,5,0
14-07-1992,Near Bir Fadl, Yemen,Military - Unified Yemen Air Force,Antonov,57,0,0
20-07-1992,Tbilisi, Georgia,Georgian Air,Tupolev,24,0,4
24-07-1992,Near Skopje, Macedonia,Volga-Dnepr Airlines,Antonov,8,0,0
24-07-1992,Mt. Lalaboy,  Indonesia,Mandala Airlines,Vickers,70,0,0
27-07-1992,Near Mexico City, Mexico,Aero Eslava,Vickers,4,0,0
30-07-1992,neznama,neznama,Trans World Airlines,Lockheed,0,292,0
31-07-1992,Near Kathmandu, Nepal,Thai Airways,Airbus,113,0,0
31-07-1992,neznama,neznama,China General Aviation Corporation,Yakovlev,108,18,0
21-08-1992,Colorado, Bolivia,Servicios Aereos Santa Ana,Convair,10,0,0
25-08-1992,Hot Springs, Arizona,Lone Star Airlines,Swearingen,3,0,0
27-08-1992,Near Iquitos, Peru,Military - Peruvian Air Force - TANS,de,8,33,0
27-08-1992,neznama,neznama,NewCal Aviation,de,3,0,0
27-08-1992,Near Ivanovo, Russia,Aeroflot,Tupolev,84,0,0
31-08-1992,Jamba, Angola,Professional Aviation Services,Douglas,3,14,0
10-09-1992,Bellavista, Peru,Expresso Aéreo,Fokker,1,42,1
12-09-1992,Kozyrevsk, Russia,Kamchatka Airlines,Mil,9,7,0
16-09-1992,Hana, Hawaii,Air Taxi - Hawaii Helicopters Inc.,Aerospatiale,7,0,0
18-09-1992,Off Curacao, Netherlands Antilles,Aero Ejecutivos,Douglas,3,0,0
19-09-1992,Bogota, Colombia,Avesca Colombia,Curtiss,11,0,0
21-09-1992,Near Kular, Russia,Yakutavia,Mil,10,0,0
26-09-1992,Near Lagos, Nigeria,Military - Federal Nigerian Air Force,Lockheed,158,0,0
28-09-1992,Near  Kathmandu, Nepal,Pakistan International Airlines,Airbus,167,0,0
04-10-1992,Amsterdam, Netherlands,El Al,Boeing,4,0,39
07-10-1992,Berkeley Springs, West Virginia,Miltiary - U.S. Airforce,Lockheed,6,0,0
08-10-1992,Near Dingxi, China,Wuhan Airlines,Avia,14,21,0
09-10-1992,Mogadiscio, Somalia,Kiev Production Association,Antonov,1,12,0
18-10-1992,neznama,neznama,Merpati Nusantara Airlines,CASA,31,0,0
19-10-1992,Near Usti Nem, Russia,Syktyvkar Avia,Antonov,15,1,0
21-10-1992,Near Lake Caballochoa, Peru,Military - Peruvian Air Force,de,8,3,0
29-10-1992,Chita, Russia,Aeroflot,Antonov,13,1,0
11-11-1992,Off Bombay, India,Military - Indian Air Force,Mil,20,0,0
11-11-1992,Near Tver, Russia,Military - Russian Air Force,Antonov,33,0,0
14-11-1992,Near Nha Trang, Vietnam,Vietnam Airlines,Yakovlev,30,1,0
15-11-1992,Near Porto Plata, Dominican Republic,Aerocaribbean - Charter,Ilyushin,34,0,0
24-11-1992,Near Guilin, China,China Southern Airlines,Boeing,141,0,0
30-11-1992,Near Harlem, Montana,Military - U.S. Air Force / Military - U.S. Air Force,Lockheed,13,0,0
09-12-1992,Uruapan, Mexico,Aero Sudpacifico,Britten-Norman,9,0,0
13-12-1992,Goma, Congo,Scibe Airlift Cargo Zaire,Fokker,37,0,0
14-12-1992,Lata, Georgia,Military - Russian Air Force,Mil,61,0,0
21-12-1992,neznama,neznama,Martinair Holland NV,McDonnell,56,284,0
22-12-1992,Tripoli, Libya,Libya Arab Airlines / Military -  Libya Air Force,Boeing,157,0,0
03-01-1993,Ogden, Utah,Air Taxi - South Coast Helicopters Inc.,Bell,4,0,0
06-01-1993,Paris, France,Lufthansa Cityline,de,4,19,0
09-01-1993,Surabaya, Indonesia,Bouraq Indonesia Airlines,Hawker,17,27,0
13-01-1993,Sellafield, England,Titan Airways,Embraer,2,0,0
14-01-1993,neznama,neznama,Central Mountain Air Services,Douglas,2,0,0
27-01-1993,Kinshasa, Democratic Republic Congo,Trans Service Airlift,Nord,3,18,0
31-01-1993,Sumatra, Indonesia,Pan Malaysian Air Transport,Shorts,16,0,0
08-02-1993,Near Tehran, Iran,Iran Air Tours  /  Military - Iranian Air Force,Tupolev,133,0,0
10-02-1993,Near Daraim, Afghanistan,Military - Afghan Republican Air Force,Mil,30,0,0
20-02-1993,Bogota, Colombia,Cargo Three Panama,Convair,2,0,0
28-02-1993,Off Green Island, Taiwan,Formosa Airlines,Dornier,6,0,0
05-03-1993,Skopje, Macedonia,Palair Macedonian,Fokker,83,14,0
23-03-1993,Near Tangara de Serra, Brazil,Oeste Linhas Aereas,Embraer,6,0,0
31-03-1993,Anchorage, Alaska,Japan Air Lines,Boeing,0,5,0
01-04-1993,Blountville, Tennesee,Private,Fairchild,4,0,0
02-04-1993,Off Margarita Island, Venezuela,Linea Aeropostal Venezolana,McDonnell,11,0,0
06-04-1993,950 nm S of  Shemya, Alaska,China Eastern Airlines,McDonnell,2,262,0
19-04-1993,Zwingle, Iowa,Private,Mitsubishi,8,0,0
23-04-1993,Zavnah, Mongolia,MIAT - Mongolian Airlines,Antonov,32,8,0
26-04-1993,Aurangabad, India,Indian Airlines,Boeing,55,63,0
27-04-1993,Off  Libreville, Gambia,Military - Zambian Air Force,de,30,0,0
27-04-1993,Near Kholm, Afghanistan,Military - Afghan Republican Air Force,Antonov,76,0,0
11-05-1993,Suva, Fiji,Fiji Air,Britten-Norman,2,0,0
15-05-1993,Near Cancun, Mexico,Carga del Caribe,Douglas,3,2,0
19-05-1993,Near Medellin, Colombia,SAM Colombia,Boeing,132,0,0
06-06-1993,El Yopal, Colombia,Aerotaca,de,2,0,0
09-06-1993,Gulgubip, Papua New Guinea,Southwest Air,Britten-Norman,9,2,0
16-06-1993,Nabire, Indonesia,Merpati Nasantara Airlines,de,1,2,0
17-06-1993,Near Tbilisi, Georgia,Tajikistan Airlines,Antonov,41,0,0
01-07-1993,neznama,neznama,Merpati Nusantara Airlines,Fokker,41,2,0
06-07-1993,Near Ochamchire, Georgia,Military - Georgian Air Force,Mil,23,0,0
12-07-1993,Talladega, Alabama,Private,"Helicopter,",1,1,0
23-07-1993,Yinchuan, China,China Northwest Airlines,British,55,58,0
26-07-1993,Haenam, South Korea,Asiana Airlines,Boeing,68,42,0
30-07-1993,Serawak, Malaysia,Hornbill Airways,Shorts,1,16,0
31-07-1993,Devghat, Nepal,Everest Air,Dornier,19,0,0
18-08-1993,neznama,neznama,American International Airways,McDonnell,0,3,0
26-08-1993,Near Aldan, Russia,Sakha Airlines,Let,24,0,0
28-08-1993,Khorag, Tajikistan,Tajikistan Airlines,Yakovlev,82,4,0
14-09-1993,Warsaw, Poland,Lufthansa,Airbus,2,68,0
21-09-1993,Sukhumi, Georgia,Transair Georgia Airlines,Tupolev,27,0,0
22-09-1993,Sukhumi, Georgia,Transair Georgia Airlines,Tupolev,108,24,0
04-10-1993,Near Svanetia, Georgia,Military - Georgian Air Force,Mil,60,0,0
25-10-1993,Franz Josef Glacier, New Zealand,Hibiscus Air,GAF,9,0,0
26-10-1993,Fuzhou, China,China Eastern Airlines,McDonnell,2,78,0
27-10-1993,Near Namsos, Norway,Wideroe's Flyveselksap,de,7,13,0
10-11-1993,Sandy Lake, Canada,Air Manitoba,Hawker,7,0,0
13-11-1993,Urumqi, China,China Northern Airlines,McDonnell,12,90,0
15-11-1993,Near Kerman, Iran,Magistralnye Avialinii,Antonov,17,0,0
20-11-1993,Near Ohrid, Macedonia,Aviaimpex (Macedonia),Yakovlev,116,0,0
01-12-1993,Hibbing, Minnesota,Express Airlines - Northwest Airlink,British,18,0,0
03-12-1993,neznama,neznama,Arctic Wings & Rotors,Britten,7,0,0
09-12-1993,Off Dakar, Senegal,Air Senegal / Gambia Airways,DHC-6,3,0,0
13-12-1993,Phonesavanh, Laos,Lao Aviation,Yunshuji,18,0,0
15-12-1993,Near Naga, Philippines,Military - Philippine Air Force,Lockheed,29,0,0
26-12-1993,Gyumri, Armenia,Kuban Airlines,Antonov,36,0,0
03-01-1994,neznama,neznama,Baikal Air,Tupolev,124,0,1
07-01-1994,Columbus, Ohio,Atlantic Coast Airlines (United Express),British,5,3,0
24-02-1994,Nalchik, Russia,North Western Air Transport,Antonov,13,0,0
25-02-1994,East Midlands, England,British World Airways,Vickers,1,1,0
25-02-1994,Near Carpish, Peru,Expresso Aéreo,Yakovlev,31,0,0
02-03-1994,New York, New York,Continental Airlines,McDonnell,0,116,0
08-03-1994,New Delhi, India,Sahara,Boeing,4,0,0
14-03-1994,Off Malindi, Kenya,Military - U.S. Air Force,Lockheed,8,0,0
17-03-1994,neznama,neznama,Military - Iranian Air Force,Lockheed,32,0,0
18-03-1994,Key West, Florida,Chalk's International Airlines,Grumman,2,0,0
18-03-1994,Spokane, Washington,Salair,Douglas,2,0,0
21-03-1994,Weipa, Australia,Aurukun Air Services,Britten-Norman,6,0,0
23-03-1994,Near Mezhdurechensk, Russia,Aeroflot Russian International Airways,Airbus,75,0,0
03-04-1994,Lamoille, Nevada,Air Taxi - El Aero Services Inc.,Bell,5,0,0
04-04-1994,Amsterdam, Netherlands,KLM Cityhopper,Saab,3,21,0
06-04-1994,Kigali, Rwanda,Rwanda Government,Dassault,12,0,0
06-04-1994,Ambato, Ecuador,TAME,de,17,0,0
14-04-1994,neznama,neznama,Military - U.S. Army / Military U.S. Army,Sikorsky,26,0,0
25-04-1994,Nanga Pinoh, Indonesia,Dirgantara Air Services,Britten,11,0,0
26-04-1994,neznama,neznama,China Airlines (Taiwan),Airbus,264,7,0
07-05-1994,Sao Gabriel, Brazil,Rico Taxi Aero,Embraer,8,8,0
23-05-1994,Loma Linda, Colombia,Arall,Pilatus,4,7,0
28-05-1994,Near Villavicencio, Colombia,Transoriente Colombia,Douglas,7,22,0
02-06-1994,Near Campbeltown, Scotland,Military - Royal Air Force,Boeing,29,0,0
06-06-1994,Near Xi'an, China,China Northwest Airlines,Tupolev,160,0,0
13-06-1994,Near Uruapan, Mexico,Aerolineas Cuahonte,Swearingen,9,0,0
18-06-1994,Mt.  Kalora, Indonesia,Merpati Nusantara Airlines,Fokker,12,0,0
18-06-1994,Chantilly, Virginia,TAESA,Learjet,12,0,0
26-06-1994,Abidjan, Ivory Coast,Air Ivorie,Fokker,17,0,0
29-06-1994,Near Logar, Afghanistan,Military - Dostum-Galboddin Militia,Antonov,50,20,0
30-06-1994,Toulouse-Blagnac, France,Airbus Industrie,Airbus,7,0,0
01-07-1994,Near Tidjika, Mauritania,Air Mauritanie,Fokker,80,13,0
02-07-1994,Charlotte, North Carolina,USAir,McDonnell,37,20,0
14-07-1994,Hanalei, Hawaii,Air Taxi - Papillion Helicopters Ltd.,Aerospatiale,3,4,0
17-07-1994,Near Fort de France, Martinique,Air Martinique,Britten-Norman,6,0,0
17-07-1994,Boma, Democratic Republic Congo,Sankuru Air Service,Yakovlev,5,4,0
19-07-1994,Colon, Panama,Alas Chiricanas,Embraer,21,0,0
26-07-1994,East Kalimantan, Indonesia,Airfast Services,Sikorsky,18,0,0
05-08-1994,Near Boda, Russia,Military - Russian Air Force,Antonov,47,0,0
07-08-1994,Kodiak, Alaska,Air Taxi - Uyak Air Services Inc.,de,6,1,0
10-08-1994,Cheju, South Korea,Korean Airlines,Airbus,0,160,0
11-08-1994,Alsworth, Alaska,Air Taxi - Talon Air Services Inc.,de,3,0,0
12-08-1994,Whiting, New Jersey,Air Taxi - National Helicopters,Bell,3,0,0
21-08-1994,Near Agadir, Morocco,Royal Air Maroc,Aerospatiale,44,0,0
08-09-1994,Near Aliquippa, Pennsylvania,USAir,Boeing,132,0,0
13-09-1994,Near Abuja, Nigeria,Aerocontroctors - Charter,de,3,2,0
17-09-1994,Fish Egg Inlet, Canada,Pacific Coastal Airlines,de,3,1,0
18-09-1994,Tamanrasset, Algeria,Oriental Airlines,BAC,5,34,0
23-09-1994,Kowloon Bay, Hong Kong,Heavylift Cargo Airlines,Lockheed,6,6,0
26-09-1994,Near Vanavera, Russia,Cheremshanka Airlines,Yakovlev,28,0,0
28-09-1994,Bahia Negra, Paraguay,TAM Paraguay,Douglas,1,26,0
30-09-1994,Chaibukha, Russia,Arsenyev Aviation Production Association,Antonov,8,12,0
08-10-1994,Mitu, Colombia,SELVA,Antonov,10,0,0
12-10-1994,neznama,neznama,Iran Asseman Airlines,Fokker,66,0,0
14-10-1994,Near Formoso do Aragala, Brazil,Military - Brazilian Air Force,Lockheed,21,0,0
26-10-1994,Near Cuito, Angola,Military - Angolan Air Force,Mil,22,0,0
29-10-1994,Near Ust'-Ilimsk, Russia,Aeronica,Antonov,23,0,0
29-10-1994,Batagaj, Russia,Yakutavia,Antonov,7,12,0
31-10-1994,Roselawn, Indiana,American Eagle,ATR-72-212N401AM,68,0,0
01-11-1994,Off Cozumel, Mexico,Transportes Aereos Pegaso,Bell,14,0,0
04-11-1994,Near Nabire, Indonesia,Trigana Air Service,de,4,0,0
05-11-1994,Saposa, Peru,SA Amazonica,Yakovlev,6,24,0
16-11-1994,Avenal, California,Ameriflight,Beechcraft,1,0,0
22-11-1994,neznama,neznama,Southwest Air,Britten,7,0,0
22-11-1994,Bridgeton, Missouri,Trans World Airlines / Private,McDonnell,2,140,0
25-11-1994,Near Cuito, Angola,Military - Angolan Air Force,Mil,22,0,0
10-12-1994,neznama,neznama,Philippine Air Lines,Boeing,1,292,0
13-12-1994,Morrisville, North Carolina,American Eagle,British,15,5,0
15-12-1994,Lobito, Angola,SL Aviation Services,Douglas,2,0,0
17-12-1994,Cerro Aicha, Venezuela,Servivensa,Douglas,7,2,0
17-12-1994,Papua, New Guinea,Missionary Aviation Fellowship,de,28,0,0
21-12-1994,Coventry, England,Phoenix Aviation,Boeing,5,0,0
26-12-1994,Algiers Airport, Algeria,Air France,Airbus,3,236,0
29-12-1994,Near Van, Turkey,Turkish Airlines (THY),Boeing,57,19,0
05-01-1995,Isfahan, Iran,Military - Iranian Air Force,Lockheed,12,0,0
10-01-1995,Off Flores Island, Inodnesia,Merpati Nusantara Airlines,de,14,0,0
11-01-1995,Cartagena, Colombia,Intercontinental de Aviacion,McDonnell,51,1,0
14-01-1995,Los Angeles, California,Air Taxi - Wolfe Air Aviation Ltd.,Bell,2,2,0
17-01-1995,Kathmandu, Nepal,Royal Nepal Airlines,de,2,22,0
20-01-1995,Near Krasnoyarsk, Russia,Abakan Airlines,Let,3,16,0
20-01-1995,Le Bourget, France,Leadair - Charter,Dassault,10,0,0
16-02-1995,Kansas City, Missouri,ATI,McDonnell,3,0,0
16-03-1995,Ossora, Russia,Aeroflot,Antonov,9,1,0
31-03-1995,Near Balotesti, Romania,TAROM (Transporturile Aeriene Romane),Airbus,60,0,0
23-04-1995,Lagos, Nigeria,Bristow Helicopters,de,1,8,0
29-04-1995,Near Palaly AFB, Sri Lanka,Military - Sri Lanka Air Force,Hawker,52,0,0
01-05-1995,neznama,neznama,Bearskin Airlines / Air Sandy,Swear.,8,0,0
03-05-1995,Quito, Ecuador,American Jet,Grumman,7,0,0
09-05-1995,Cerro San Jeronimo, Colombia,ADES Colombia,Curtiss,9,0,0
13-05-1995,Near Boise, Idaho,Military - U.S. Air Force,Lockheed,6,0,0
24-05-1995,Near Leeds, England,Knight Air,Embraer,12,0,0
25-05-1995,Miraflores, Colombia,LACOL,Douglas,2,9,0
29-05-1995,Off Mbour, Senegal,Senegalair,Piper,6,4,0
09-06-1995,Near Palmerston North, New Zealand,Ansett New Zealand,de,5,16,0
16-06-1995,Volgograd, Russia,Volga Air,Antonov,12,0,0
16-06-1995,Herputchi, Russia,Aeroflot,Antonov,13,1,0
17-06-1995,Near Cuvela, Angola,Military - Angolan Air Force,CASA,48,0,0
24-06-1995,Lagos, Nigeria,Harka Air Services,Tupolev,16,64,0
27-06-1995,La Romana, Dominican Republic,Salair,Convair,2,0,0
01-07-1995,Kiunga, Papua New Guinea,Garamut Aviation,de,3,0,0
12-07-1995,Gumey, Papua New Guinea,Milne Bay Air,de,15,0,0
17-07-1995,Bintuni,  Indonesia,Merpati Nusantara Airlines,de,1,17,0
18-07-1995,Near Antananivo, Madagascar,Military - Madagascar Air Force,Douglas,34,0,0
25-07-1995,Near Karamui, Papua New Guinea,Transniugini Airways,Britten-Norman,2,0,0
02-08-1995,Johannesburg, South Africa,Aero Air,Antonov,3,0,0
09-08-1995,Near Kaimana, Indonesia,Bourag Indonesia Airlines,Hawker,10,0,0
09-08-1995,neznama,neznama,Aviateca,Boeing,65,0,0
14-08-1995,Nevada del Huila, Colombia,AIRES Colombia,Embraer,10,0,0
21-08-1995,Near Carrollton, Georgia,Atlantic Southeast Airlines,Embraer,10,19,0
01-09-1995,Near Farewell, Alaska,North Star Air Cargo,Shorts,1,0,0
02-09-1995,Beaver Dam, Arizona,Adventure Airlines,Cessna,8,0,0
02-09-1995,neznama,neznama,Military - Royal Air Force,British,7,0,0
09-09-1995,Near La Macarena, Colombia,SAETA,CASA,21,1,0
11-09-1995,Jalalabad, Afghanistan,Ariana Afghan Airlines,Antonov,3,48,0
12-09-1995,Off Colombo, Sri Lanka,Military - Sri Lanka Air Force,Antonov,81,0,0
15-09-1995,Tawau,  Malaysia,Malaysia Airlines,Fokker,34,19,0
21-09-1995,Near Moron, Mongolia,MIAT - Mongolian Airlines,Antonov,42,1,0
22-09-1995,Anchorage, Alaska,Military - U.S. Air Force,Boeing,24,0,0
24-09-1995,Sterligov Cape, Russia,Norilsk Flight Company,Mil,15,0,0
27-09-1995,neznama,neznama,Western Straits Air,De,8,2,0
03-10-1995,Gunung Antara, Indonesia,Sabang Merauke Raya Air Charter,CASA,1,13,0
04-10-1995,Barskoon, Kirghizia,Kirghizia Aba Zaoldoru,Mil,15,0,0
09-11-1995,Near Luyaba, Argentina,Military - Argentine Air Force,Fokker,53,0,0
13-11-1995,Kaduna, Nigeria,Nigeria Airways,Boeing,9,128,0
22-11-1995,Off Jaffna Peninsula , Sri Lanka,Military - Sri Lanka Air Force,Antonov,63,0,0
29-11-1995,Off Labuan, Malaysia,Sabah Air,Bell,10,0,0
30-11-1995,Baku, Azerbaijan,Azerbaijan Airlines,Boeing,2,4,0
03-12-1995,Near Douala, Cameroon,Cameroon Airlines,Boeing,72,6,0
05-12-1995,neznama,neznama,Azerbaijani Airlines,Tupolev,54,28,0
07-12-1995,Near Grossevichi, Russia,Far East Aviation,Tupolev,98,0,0
13-12-1995,Verona  - Villafranca, Italy,Romanian Banat Air,Antonov,49,0,0
18-12-1995,Cahungula, Angola,Trans Service Airlift,Lockheed,141,3,0
20-12-1995,neznama,neznama,American Airlines,Boeing,160,4,0
22-12-1995,Bagasin, Papua New Guinea,Island Airways,Britten,2,10,0
08-01-1996,Off Bridgetown, Barbados,Mustique Airways,Britten-Norman,1,9,0
08-01-1996,Kinshasa, Zaire,African Air,Antonov,2,4,225
18-01-1996,Near Kano, Nigeria,Military - Nigerian Air Force,British,14,0,0
22-01-1996,Off Point Pedro, Sri Lanka,Military - Sri Lanka Air Force,Mil,39,0,0
04-02-1996,Asuncion, Paraguay,Lineas Aereas del Caribe,McDonnell,4,0,24
05-02-1996,St. Johns, Arizona,Business Air Connection,ConvairCV-440N131T,4,0,0
06-02-1996,Off Puerto Plata, Domincan Republic,"Alas Nacionales, leased from Birgen Air",Boeing,189,0,0
11-02-1996,Near Kandahar, Afghanistan,Military - Taliban Militia,??,20,0,0
12-02-1996,Port-au-Prince, Hati,Hati Express,GAF,11,4,0
26-02-1996,Near Jabal Awliya, Sudan,Military - Sudanese Air Force,Lockheed,91,0,0
27-02-1996,Near Lukapa, Angola,Aero Tropical,Antonov,8,0,0
29-02-1996,Arequipa, Peru,Compania de Aviacion Faucett SA (Peru),Boeing,123,0,0
09-03-1996,Near Mesones Muro, Peru,Military - Peruvian Army Aviation,Mil,23,0,0
12-03-1996,Karabogazgol Bay, Turkmenistan,Akhal Air,Mil,12,0,0
03-04-1996,Near Dubrovnik, Croatia,Military - U.S. Air Force,Boeing,35,0,0
05-04-1996,Near Petropavlovsk, Russia,Krasnoyarskie Avialinii,Ilyushin,20,0,0
05-04-1996,Off Matsu Island, Taiwan,Formosa Airlines,Dornier,6,11,0
11-04-1996,Cheyenne, Wyoming,Private,Cessna,3,0,0
03-05-1996,Near Haj Yousif, Sudan,Federal Airlines,Antonov,53,0,0
09-05-1996,neznama,neznama,Buffalo Narrows Airways,de,2,0,0
10-05-1996,Otaez, Mexico,Aeroservicios Empresariales de Durango,de,16,3,0
11-05-1996,Oumba, Papua New Guinea,Milne Bay Air,Britten,1,9,0
11-05-1996,neznama,neznama,ValuJet,McDonnell,110,0,0
19-05-1996,Griesta, United Kingdom,Loganair,Britten-Norman,3,0,0
